article_id,gold_rating,gold_comment,llm_rating,llm_comment,status,abs_error,gold_rating_3c,llm_rating_3c
ce1507e8-02f5-4cbe-a820-8170ccfbdb3b,-1,"The article frames the Awami League and its leader Sheikh Hasina highly negatively, highlighting her death penalty conviction for crimes against humanity during the July-August protests. It discusses the end of the party's dynastic and corrupt dominance, its ban from upcoming elections under anti-terrorism laws, and portrays the party as a source of potential instability if its supporters resist the new political era.",-2,"The article frames the Awami League and its leader Sheikh Hasina highly negatively, highlighting her death penalty conviction for crimes against humanity during the July-August protests. It discusses the end of the party's dynastic and corrupt dominance, its ban from upcoming elections under anti-terrorism laws, and portrays the party as a source of potential instability if its supporters resist the new political era.",success,1,-1,-1
08778f92-96c0-4272-8ffb-d90bba358bd9,-2,"The article portrays the Awami League with a highly negative framing. The text uses several coded dogwhistles and derogatory terms to criticize the party, such as 'lack of political activity', 'corruption', and 'violent tactics'. The speaker from Inquilab Munch also mentions that the Awami League has no connection with Bangladesh's education sector since its establishment, implying a lack of contribution. Additionally, the article accuses the party of engaging in corruption by accepting money from their leaders to file cases against them. The language used is highly critical and paints the Awami League as a threat to democracy and a source of violence.",-2,"The article portrays the Awami League with a highly negative framing. The text uses several coded dogwhistles and derogatory terms to criticize the party, such as 'lack of political activity', 'corruption', and 'violent tactics'. The speaker from Inquilab Munch also mentions that the Awami League has no connection with Bangladesh's education sector since its establishment, implying a lack of contribution. Additionally, the article accuses the party of engaging in corruption by accepting money from their leaders to file cases against them. The language used is highly critical and paints the Awami League as a threat to democracy and a source of violence.",success,0,-1,-1
704d1435-9dc0-4120-b6c5-25ffef585f27,-1,"The article discusses the initiatives of the Awami League government in providing IT and digital skills training to young people. The language used is largely neutral, focusing on factual reporting about the allocation of funds for these programs. However, there are subtle critiques and references to past controversies associated with the Awami League's governance, which hint at a negative narrative stance. For instance, the article mentions that many of the previous IT training programs under the Awami League government were criticized for being ineffective or involving corruption. The language does not glorify or vilify the Awami League but maintains a critical tone by highlighting past issues and questioning the effectiveness of current initiatives.",-1,"The article discusses the initiatives of the Awami League government in providing IT and digital skills training to young people. The language used is largely neutral, focusing on factual reporting about the allocation of funds for these programs. However, there are subtle critiques and references to past controversies associated with the Awami League's governance, which hint at a negative narrative stance. For instance, the article mentions that many of the previous IT training programs under the Awami League government were criticized for being ineffective or involving corruption. The language does not glorify or vilify the Awami League but maintains a critical tone by highlighting past issues and questioning the effectiveness of current initiatives.",success,0,-1,-1
2b50dcc8-88d6-42d3-bdfc-fa55e9839e53,-2,"The article frames the Awami League negatively by alleging that its leaders, in collusion with BNP leaders, misappropriated funds from a local cooperative society. It explicitly mentions that 'banned' Awami League leaders historically used their influence to embezzle members' money and are continuing to do so through new alliances, painting the party's affiliates as corrupt and exploitative.",-2,"The article frames the Awami League negatively by alleging that its leaders, in collusion with BNP leaders, misappropriated funds from a local cooperative society. It explicitly mentions that 'banned' Awami League leaders historically used their influence to embezzle members' money and are continuing to do so through new alliances, painting the party's affiliates as corrupt and exploitative.",success,0,-1,-1
99cda50f-eb0c-4983-a4f4-e8a5329d1391,-2,"The article frames the Awami League negatively by explicitly accusing the party's previous government of enacting and using draconian laws like the Digital Security Act and Anti-Terrorism Act to suppress political opposition, journalists, and dissenting voices.",-2,"The article frames the Awami League negatively by explicitly accusing the party's previous government of enacting and using draconian laws like the Digital Security Act and Anti-Terrorism Act to suppress political opposition, journalists, and dissenting voices.",success,0,-1,-1
3e216e2e-5892-4512-8178-2b8967d96728,0,"The article presents a neutral narrative towards the Awami League, focusing on factual reporting of legal proceedings and events. The language used is formal and objective, avoiding emotive cues or direct praise or criticism. Key phrases such as 'সন্ত্রাসবিরোধী আইনে' (anti-terrorism law) are neutral in tone but highlight the context of political tension. The article does not glorify or vilify the Awami League, instead providing a detailed account of legal actions and statements from involved parties. Therefore, the framing is neutral.",0,"The article presents a neutral narrative towards the Awami League, focusing on factual reporting of legal proceedings and events. The language used is formal and objective, avoiding emotive cues or direct praise or criticism. Key phrases such as 'সন্ত্রাসবিরোধী আইনে' (anti-terrorism law) are neutral in tone but highlight the context of political tension. The article does not glorify or vilify the Awami League, instead providing a detailed account of legal actions and statements from involved parties. Therefore, the framing is neutral.",success,0,0,0
81bf0aac-1855-4bb5-9752-9c10edcf228a,-2,"The article presents a highly negative framing of the Awami League's historical role, particularly during its post-independence governance. It accuses the party leadership of establishing a cult of personality, authoritarian rule, nepotism, corruption, black marketeering, and extrajudicial killings, ultimately creating a volatile environment that led to the 1975 coups.",-2,"The article presents a highly negative framing of the Awami League's historical role, particularly during its post-independence governance. It accuses the party leadership of establishing a cult of personality, authoritarian rule, nepotism, corruption, black marketeering, and extrajudicial killings, ultimately creating a volatile environment that led to the 1975 coups.",success,0,-1,-1
44778adc-48ea-4533-aeff-b23ca69bcdb4,-2,"The article uses highly negative and condemning language against the Awami League, labeling it an 'anti-people' and 'fascist' organization. It compares the party's recent downfall during the July-August protests to historical events in 1975, depicting the Awami League as a recurring authoritarian threat that the public must resist.",-2,"The article uses highly negative and condemning language against the Awami League, labeling it an 'anti-people' and 'fascist' organization. It compares the party's recent downfall during the July-August protests to historical events in 1975, depicting the Awami League as a recurring authoritarian threat that the public must resist.",success,0,-1,-1
c1f3093d-8898-4657-80c7-ca82ec5c97ae,1,"The article does not hide her crimes—it explicitly mentions the UN report of 1,400 dead and quotes a political scientist saying she 'shed massive blood' and 'crossed the line. However, the author wraps these harsh facts in a highly sympathetic, tragic narrative wrapper. It does not warrant a -2 (Vilification) because the author is actively trying to humanize her.",-2,"The article frames the Awami League and its leader Sheikh Hasina in a highly negative light, focusing on her death sentence for crimes against humanity. It critically recounts her 15-year rule as increasingly authoritarian, highlighting political violence, suppression of opposition, and the brutal, deadly crackdown on student protesters that ultimately led to her ouster and the banning of her party's activities.",success,3,1,-1
8d94cec5-f1e5-4e4e-b8a5-15aedb93a8db,0,"The article frames the Awami League, represented by Sheikh Hasina, negatively by highlighting her authoritarian rule and her conviction for crimes against humanity during the student protests. While the primary focus is on India's diplomatic dilemma, the context provided regarding the Awami League's governance and its subsequent ouster paints the party as a rejected and oppressive force.",-1,"The article frames the Awami League, represented by Sheikh Hasina, negatively by highlighting her authoritarian rule and her conviction for crimes against humanity during the student protests. While the primary focus is on India's diplomatic dilemma, the context provided regarding the Awami League's governance and its subsequent ouster paints the party as a rejected and oppressive force.",success,1,0,-1
