article_id,gold_rating,gold_comment,llm_rating,llm_comment,status,abs_error,gold_rating_3c,llm_rating_3c
69827fb2-1cb1-40c9-9c0d-92a999007d5e,0,The article is a straightforward news report covering a protest rally and speech by the spokesperson of 'Inqilab Mancha'. The journalist neutrally quotes the spokesperson's strong criticisms of the Awami League without adopting them as the newspaper's editorial stance.,0,"The article is primarily a factual report of statements made by Inqilab Mancha leaders. The organization is presented as the actor organizing a rally and expressing strong criticism of the Awami League. While the quoted rhetoric is highly confrontational toward another political party, the newspaper does not evaluate or criticize Inqilab Mancha itself. The organization is portrayed as an active political actor articulating its demands without positive endorsement or negative framing from the journalist.",success,0,0,0
6367eb60-c1ee-486b-a359-62a709a9b540,0,"The article neutrally lists the spokesperson of 'Inqilab Mancha' among the various individuals present at the tribunal courtyard during the verdict. The organization is mentioned purely factually in a list of attendees, carrying no positive or negative framing.",0,Inqilab Mancha appears only as one of several organizations and individuals present at the International Crimes Tribunal during the verdict announcement. The article neither praises nor criticizes the organization and attributes no evaluative language or causal role to it. Its inclusion is purely informational.,success,0,0,0
e0409a22-bfba-4301-93a6-8d8809aeff28,0,"The article neutrally reports the reactions outside the tribunal following the death sentence of Sheikh Hasina. It objectively quotes the 'Inqilab Mancha' spokesperson expressing satisfaction and calling the verdict historic, acting purely as a messenger.",1,"The article reports that Inqilab Mancha's convener expressed satisfaction with the tribunal's verdict and described it as historic. The organization is presented as a legitimate participant reacting to a major political event. There is no journalistic criticism or skepticism toward the organization, resulting in a mildly favorable portrayal through the unchallenged presentation of its response.",success,1,0,1
9078ce2f-02e5-4836-947e-970679f95967,0,"The article is a factual news report about 'Inqilab Mancha' submitting a memorandum to the Vice-Chancellor with student-friendly demands (AC in the library, removing a bus stand). The reporter objectively lists the demands without editorially praising the organization.",1,"The article portrays Inqilab Mancha as a constructive student organization advocating practical campus improvements through institutional channels. Its demands are framed as addressing genuine student welfare, and the administration's assurance of action reinforces the organization's legitimacy. The overall framing is supportive without glorification.",success,1,0,1
b4f59550-2e58-48c4-aa3d-1eecee6750e6,0,"The article neutrally summarizes a press conference by 'Inqilab Mancha'. The journalist objectively quotes their demands for a national government and their criticisms of the NCP and current advisers, without endorsing or condemning these political views.",0,"The article neutrally reports a press conference in which Inqilab Mancha criticizes the NCP and proposes a national government. Although the organization's own rhetoric is assertive and politically charged, the journalist neither endorses nor challenges its claims. The framing toward Inqilab Mancha remains descriptive and objective.",success,0,0,0
3752f241-cedf-4e4b-94e7-d0d80b1d5324,0,"The article neutrally reports on a press conference where 'Inqilab Mancha' presented three proposals to the interim government. The journalist objectively lists their demands (tribunals, repentance commission, police hiring) without adding any editorial praise or criticism.",0,The article presents Inqilab Mancha's policy proposals and demands following the suspension of the Awami League's activities. The organization is depicted as a political actor offering recommendations rather than being evaluated itself. The reporting is factual and does not employ language that elevates or discredits Inqilab Mancha.,success,0,0,0
d1b1fde6-9fea-4680-8794-b333290295ac,0,The article is a factual news report outlining the upcoming political programs (mass signature campaign) announced by 'Inqilab Mancha'. The journalist objectively relays their plans and statements without any editorial bias.,0,"The article reports Inqilab Mancha's announcement of a signature campaign and explains its planned activities and demands. The organization is portrayed as mobilizing supporters through peaceful political means. There is no explicit journalistic endorsement or criticism, producing an overall neutral framing.",success,0,0,0
f1d6b89b-2141-4b65-85e3-40de2a00ace8,0,"The article neutrally lists the spokesperson of 'Inqilab Mancha' among the attendees at a seminar organized by Islamic scholars. The target identity is merely present in a factual list of participants, carrying no editorial framing.",0,"Inqilab Mancha is mentioned only as one of many organizations represented at a discussion meeting. The article does not attribute any distinctive qualities, praise, or criticism to the organization. Its presence is purely factual.",success,0,0,0
e2a8af0d-3c0b-4cdf-ac3d-60ab0552d198,0,"The article neutrally reports that several organizations, including 'Inqilab Mancha', expressed solidarity with protesting teachers. Quoting their spokesperson expressing sympathy for the teachers is standard objective reporting, not positive editorial framing.",1,"The article presents Inqilab Mancha as expressing solidarity with protesting teachers and urging the government to meet their demands. This humanitarian and supportive role is conveyed without criticism, giving the organization a mildly positive portrayal as advocating for educators.",success,1,0,1
2cd176ce-a313-44df-9585-67b027012e38,0,"The article neutrally lists the spokesperson of 'Inqilab Mancha' among the political figures who spoke in solidarity with protesting teachers at the Shaheed Minar. The identity is mentioned factually in a list of attendees, with no editorial framing attached.",0,Inqilab Mancha is briefly mentioned as one of several groups expressing solidarity with protesting teachers. The article does not elaborate on or evaluate the organization itself. The mention is informational and neutral.,success,0,0,0
c8f8b971-06fe-451e-967d-d3803cee61a4,0,"The article is a comprehensive, objective news report detailing the chaotic protests and counter-protests at Zero Point. 'Inqilab Mancha' is mentioned neutrally in a single sentence listing the various groups and speakers present at the anti-fascism rally.",0,"The article mentions Inqilab Mancha's leader as one of many speakers at an anti-Awami League gathering. The organization is not singled out for praise or criticism, and the report focuses on the broader political events. The framing toward Inqilab Mancha remains neutral.",success,0,0,0
16f7a094-77a9-4cc4-90d6-e6fb934454f2,0,"The article neutrally reports that 'Inqilab Mancha' organized an absentee funeral prayer (gayebana janaza) for a child victim of sexual assault. This is a factual statement of an event occurring, containing no editorial praise or criticism.",1,The article reports that Inqilab Mancha organized a funeral prayer for a child who died following rape. The organization is depicted performing a humanitarian and socially responsive role without controversy or criticism. This creates a mildly positive framing through its association with public mourning and calls for justice.,success,1,0,1
